institution_id,district_tr,institution_name,institution_type,address,icu,n#_beds,ambulance,neighborhood_tr,latitude,longitude,district_eng,private_or_public,related_to_htourism,institution_type_eng,institution_type_abbrv_tr,institution_type_abbrv_eng,care_type
116,Sarıyer,Petlife Veteriner Kliniği,Veteriner,Dereiçi Sk. No:35 TARABYA/SARIYER,,0.0,No,Tarabya,41.136811889000064,29.05238151200007,Sariyer,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
117,Silivri,Akçil Kardeşler Huzurevi,Huzurevi,Yelken Çikmazi No:10 CUMHURİYET/SİLİVRİ,,,No,Cumhuriyet,41.06722565300004,28.262855252000065,Silivri,Public,No,Elderly Care Facility,Huzurevi,Elderly Care Fac.,not specified
118,Sarıyer,Hikmet Büyükkuşoğlu Aile Sağliği Merkezi,Aile Sağliği Merkezi,Türkan Şoray Sk. RUMELİ HİSARI/SARIYER,No,0.0,,Rumeli Hisari,41.08776663500004,29.045615294000072,Sariyer,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
119,Bahçelievler,Bahçelievler 4 Nolu Acil Sağlik Hizmetleri İstasyonu,Acil Yardim İstasyonu,Kimiz Sk. No:1/1 FEVZİ ÇAKMAK/BAHÇELİEVLER,No,3.0,Yes,Fevzi Çakmak,40.99335244700006,28.829632081000057,Bahcelievler,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
121,Beşiktaş,Animallia Veteriner Kliniği,Veteriner,Arnavutköy Yolu No:36 KÜLTÜR/BEŞİKTAŞ,,0.0,No,Kültür,41.075590138000045,29.03454525100005,Besiktas,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
122,Beşiktaş,Pati-Pata Veteriner Kliniği,Veteriner,Yildizçiçeği Sk. No:12 ETİLER/BEŞİKTAŞ,,0.0,No,Etiler,41.08093582600003,29.031351014000048,Besiktas,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
123,Sarıyer,İstinye Aile Sağliği Merkezi,Aile Sağliği Merkezi,Doktor Hilmi Alantar Sk. No:44 İSTİNYE/SARIYER,No,0.0,,İstinye,41.11516106000005,29.056850559000047,Sariyer,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
124,Üsküdar,Kuzguncuk Ethem Arutan Aile Sağliği Merkezi,Aile Sağliği Merkezi,İcadiye Cad. No:104 İCADİYE/ÜSKÜDAR,No,0.0,,İcadiye,41.03172170100004,29.032948248000025,Uskudar,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
125,Kadıköy,Mamaci Petshop,Veteriner,Firin Sk. No:34 ERENKÖY/KADIKÖY,,0.0,No,Erenköy,40.97279299900004,29.07468700000004,Kadikoy,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
126,Beşiktaş,Planet Pet Veteriner Kliniği,Veteriner,Süleymanbey Sk. No:11 GAYRETTEPE/BEŞİKTAŞ,,0.0,No,Gayrettepe,41.065393537000034,29.006625894000024,Besiktas,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
127,Şişli,Özel Nişantaşi Hastanesi ,Hastane,Fulya Sk. No:6 TEŞVİKİYE/ŞİŞLİ,Yes,39.0,Yes,Teşvikiye,41.054735188000045,28.99608402900003,Sisli,Private,No,Hospital,Hastane,Hospital,hospital level
128,Şişli,Petito Veteriner Kliniği,Veteriner,Reha Yurdakul Sk. No:5 MERKEZ/ŞİŞLİ,,0.0,No,Merkez,41.06360742200008,28.986674370000056,Sisli,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
130,Küçükçekmece,Özel Avrupa Göz Merkezi Küçükçekmece,Göz Merkezi,1012. Sk. No:3 YEŞİLOVA/KÜÇÜKÇEKMECE,,0.0,,Yeşilova,40.98820521900007,28.79042765900005,Kucukcekmece,Private,No,Ophthalmology Center,Göz M.,Ophthalmology C.,specialized
131,Bahçelievler,Özel FMC İstanbul Bahçelievler Hemodiyaliz Merkezi,Diyaliz Merkezi,Çay Çiçeği Sk. No:44 BAHÇELİEVLER/BAHÇELİEVLER,,,No,Bahçelievler,40.998195475000045,28.865718036000032,Bahcelievler,Private,No,Dialysis Center,Diyaliz M.,Dialysis C.,specialized
132,Sarıyer,Özel DentGroup Ağiz ve Diş Sağliği Polikliniği Maslak ,Ağiz ve Diş Sağliği Merkezi,Büyükdere Cad. No:241 MASLAK/SARIYER,,,,Maslak,41.111283214000025,29.02478811500003,Sariyer,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
133,Sarıyer,Diş Hekimi Tugay Bariş,Muayenehane,Mustafa Kemal Atatürk Cad. No:59B AYAZAÐA/SARIYER,,,,Ayazağa,41.11530600000003,28.99835600000005,Sariyer,Public,No,Doctor's Office,Muayenehane,Doctor's Office,not specified
134,Sarıyer,Diş Hekimi İlhan İşler,Muayenehane,Şehit Mithat Yilmaz Cad. No:43 MERKEZ/SARIYER,,,,Sariyer Merkez,41.168967577000046,29.055430502000043,Sariyer,Public,No,Doctor's Office,Muayenehane,Doctor's Office,not specified
135,Kadıköy,Özel Echomar Görüntüleme ve Laboratuvari Merkezi,Görüntüleme Merkezi,Ressam Salih Erimez Cad. No:1 MERDİVENKÖY/KADIKÖY,,,,Merdivenköy,40.98396351000007,29.061392934000025,Kadikoy,Private,No,Screening Center,Görüntüleme M.,Screening C.,specialized
136,Beşiktaş,Semt Aile Sağliği Merkezi,Aile Sağliği Merkezi,Bostanci Veli Sk. No:3 CİHANNÜMA/BEŞİKTAŞ,No,0.0,,Cihannüma,41.046309337000025,29.006963936000037,Besiktas,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
137,Kadıköy,Özel DentGroup Ağiz ve Diş Sağliği Polikliniği Bağdat Caddesi,Ağiz ve Diş Sağliği Merkezi,Bağdat Cad. No:2A CADDEBOSTAN/KADIKÖY,,,,Caddebostan,40.966807539000065,29.06765388800005,Kadikoy,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
138,Beyoğlu,Türk Kizilayi Beyoğlu Şubesi,Kizilay,Çaydanlik Sk. No:31 CAMİİKEBİR/BEYOÐLU,,,No,Camiikebir,41.03398389700004,28.96616965200008,Beyoglu,Public,No,Turkish Red Crescent,Kızılay,Turkish Red Crescent,not specified
139,Sarıyer,Diş Hekimi Filiz Uzun,Muayenehane,132. Sk. No:19 AYAZAÐA/SARIYER,,,,Ayazağa,41.11509202700007,28.997883014000024,Sariyer,Public,No,Doctor's Office,Muayenehane,Doctor's Office,not specified
140,Üsküdar,Üsküdar Devlet Hastanesi Çamlica Semt Polikliniği,Poliklinik,Ferah Cad. No:40 KISIKLI/ÜSKÜDAR,No,0.0,,Kisikli,41.027360590000065,29.074995584000078,Uskudar,Public,No,Polyclinic,Poliklinik,Polyclinic,hospital level
141,Üsküdar,Özel Küplüce Tip Merkezi,Tip Merkezi,Kizilağaç Sk. No:4/2 BEYLERBEYİ/ÜSKÜDAR,Yes,,No,Beylerbeyi,41.039689555000045,29.052319596000075,Uskudar,Private,No,Medical Center,Tıp M.,Medical C.,hospital level
142,Tuzla,Özel Şifa Polikliniği,Poliklinik,Egemenlik Cad. No:38 ŞİFA/TUZLA,Yes,5.0,,Şifa,40.828747004000036,29.354929147000064,Tuzla,Private,No,Polyclinic,Poliklinik,Polyclinic,hospital level
143,Şişli,Özel Erlamer Polikliniği,Poliklinik,Vali Konaği Cad. No:28 HARBİYE/ŞİŞLİ,No,0.0,,Harbiye,41.05126179900003,28.991136263000044,Sisli,Private,No,Polyclinic,Poliklinik,Polyclinic,hospital level
144,Kartal,Esentepe Aile Sağliği Merkezi,Aile Sağliği Merkezi,Hakan Sk. No:6 ESENTEPE/KARTAL,No,0.0,,Esentepe,40.90370262300007,29.18584283300004,Kartal,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
146,Fatih,Kizilelma Veteriner Kliniği,Veteriner,Emrullah Efendi Sk. No:84 SEYYİD ÖMER/FATİH,,0.0,No,Seyyid Ömer,41.00892262600007,28.936774259000057,Fatih,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
147,Küçükçekmece,Özel Arena Dent Diş Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,2. Hürriyet Cad. No:1 ATATÜRK/KÜÇÜKÇEKMECE,,,,Atatürk,41.055462453000075,28.79270961700007,Kucukcekmece,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
148,Başakşehir,Güvercintepe Aile Sağliği Merkezi,Aile Sağliği Merkezi,Orhangazi Cad. No:6 GÜVERCİNTEPE/BAŞAKŞEHİR,No,0.0,,Güvercintepe,41.074729035000075,28.749420241000053,Basaksehir,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
149,Başakşehir,Başakşehir 5 Nolu Aile Sağliği Merkezi,Aile Sağliği Merkezi,Şair Sk. No:8 BAŞAKŞEHİR/BAŞAKŞEHİR,No,0.0,,Başakşehir,41.109840632000044,28.78859012800007,Basaksehir,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
150,Fatih,Mevlanakapi Aile Sağliği Merkezi,Aile Sağliği Merkezi,Aynali Bakkal Sk. No:2 MEVLANAKAPI/FATİH,No,0.0,,Mevlanakapi,41.01055810600008,28.92553821300004,Fatih,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
152,Beyoğlu,Kasimpaşa Küçük Piyale Aile Sağliği Merkezi,Aile Sağliği Merkezi,Şeyh Veli Sk. No:28 KADIMEHMET EFENDİ/BEYOÐLU,No,0.0,,Kadimehmet Efendi,41.03430301100008,28.965379736000045,Beyoglu,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
153,Kadıköy,Vetland Veteriner Kliniği,Veteriner,Değirmen Sk. No:13C KOZYATAÐI/KADIKÖY,,0.0,No,Kozyataği,40.97467153700006,29.098629207000045,Kadikoy,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
154,Şişli,Şişli 9 Nolu Aile Sağliği Merkezi,Aile Sağliği Merkezi,Poyracik Sk. No:31 TEŞVİKİYE/ŞİŞLİ,No,0.0,,Teşvikiye,41.052219342000065,28.99563259200005,Sisli,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
155,Beşiktaş,Beşiktaş 8 Nolu Aile Sağliği Merkezi,Aile Sağliği Merkezi,Şehitlikdergahi Sk. No:30 BEBEK/BEŞİKTAŞ,No,0.0,,Bebek,41.083284908000046,29.053294205000046,Besiktas,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
156,Esenyurt,Özel Esencan Hastanesi,Hastane,Ondokuz Mayis Bulvari No:18 BAÐLARÇEŞME/ESENYURT,Yes,75.0,Yes,Bağlarçeşme,41.033379399000076,28.676570124000076,Esenyurt,Private,No,Hospital,Hastane,Hospital,hospital level
157,Bahçelievler,Yenibosna Aile Sağliği Merkezi,Aile Sağliği Merkezi,Vadi Sk. No:2/4 ZAFER/BAHÇELİEVLER,No,0.0,,Zafer,41.00266411100006,28.835182703000044,Bahcelievler,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
158,Kadıköy,Friends Moda Veteriner Polikliniği,Veteriner,Moda Cad. No:139 CAFERAÐA/KADIKÖY,,0.0,No,Caferağa,40.98227094500004,29.023449584000048,Kadikoy,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
160,Kadıköy,Özel Yeşil Köşk Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Fahrettin Kerim Gökay Cad. No:276 ERENKÖY/KADIKÖY,,,,Erenköy,40.980033655000064,29.075169894000048,Kadikoy,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
161,Beyoğlu,Okmeydani Eğitim Araştirma Hastanesine Bağli Kasimpaşa Ek Hizmet Binasi,Hastane,Bahriye Hastanesi Yokuşu No:7 KADIMEHMET EFENDİ/BEYOÐLU,Yes,300.0,Yes,Kadimehmet Efendi,41.032855985000026,28.964017295000076,Beyoglu,Public,No,Hospital,Hastane,Hospital,hospital level
162,Esenyurt,Özel Örnek Sağlik Kabini,Sağlik Kabini,1374. Sk. No:203 ÖRNEK/ESENYURT,,,,Örnek,41.04539017600007,28.67464135700004,Esenyurt,Private,No,Health Cabin,Sağlık Kabini,HealtH Cabin,low level
163,Şişli,Özel Kadioğlu Epiderm Nişantaşi Polikliniği,Poliklinik,Vali Konaği Cad. No:94 TEŞVİKİYE/ŞİŞLİ,No,0.0,,Teşvikiye,41.05486422900003,28.99542710600008,Sisli,Private,No,Polyclinic,Poliklinik,Polyclinic,hospital level
164,Sultangazi,Şaban Özbek Aile Sağliği Merkezi,Aile Sağliği Merkezi,D Cad. 50. YIL/SULTANGAZİ,No,0.0,,50. Yil,41.09384355000003,28.87317007300004,Sultangazi,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
165,Esenyurt,Özel Doğa Hospital,Hastane,229. Sk. No:4 AKŞEMSEDDİN/ESENYURT,Yes,51.0,Yes,Akşemseddin,41.01285299400007,28.69652414700005,Esenyurt,Private,No,Hospital,Hastane,Hospital,hospital level
166,Beşiktaş,Diş Hekimi Ertuğrul Yeşilçimen,Muayenehane,Emirhan Cad. No:82 DİKİLİTAŞ/BEŞİKTAŞ,,,,Dikilitaş,41.05639507500007,29.00624934800004,Besiktas,Public,No,Doctor's Office,Muayenehane,Doctor's Office,not specified
167,Şişli,Özel Maya Estetik,Hastane,Avni Dilligil Sk. No:16 GÜLBAHAR/ŞİŞLİ,No,,No,Gülbahar,41.06914646600006,29.002187117000066,Sisli,Private,Yes,Hospital,Hastane,Hospital,hospital level
168,Üsküdar,Mevlana Aile Sağliği Merkezi,Aile Sağliği Merkezi,Sağlik Sk. No:1 KİRAZLITEPE/ÜSKÜDAR,No,0.0,,Kirazlitepe,41.03733264600004,29.062923010000077,Uskudar,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
171,Maltepe,Kadiköy Yaşam Bakimevi,Bakim Evi,Seher Sk. No:15 ZÜMRÜTEVLER/MALTEPE,,190.0,Yes,Zümrütevler,40.93850291900003,29.148188256000022,Maltepe,Public,No,Nursing House,Bakımevi,Nursing House,not specified
173,Sultangazi,Özel Şafak Tip Merkezi,Tip Merkezi,Orhan Gazi Cad. No:65-67A 50. YIL/SULTANGAZİ,Yes,8.0,Yes,50. Yil,41.09241349600006,28.86997113500007,Sultangazi,Private,No,Medical Center,Tıp M.,Medical C.,hospital level
175,Arnavutköy,Özel Lilyum Tip Merkezi,Tip Merkezi,Conk Bayiri Sk. No:10 HASTANE/ARNAVUTKÖY,Yes,,No,Hastane,41.157676353000056,28.613601095000032,Arnavutkoy,Private,No,Medical Center,Tıp M.,Medical C.,hospital level
176,Sancaktepe,Hekimbaşi Aile Sağliği Merkezi,Aile Sağliği Merkezi,Erenler Sk. No:27 SARIGAZİ/SANCAKTEPE,No,0.0,,Sarigazi,41.00684219200008,29.207727473000034,Sancaktepe,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
177,Sancaktepe,Özel Sarigazi Yaşam Tip Merkezi,Tip Merkezi,Ankara Cad. No:71 İNÖNÜ/SANCAKTEPE,No,,No,İnönü,41.00899117100005,29.213632196000052,Sancaktepe,Private,No,Medical Center,Tıp M.,Medical C.,hospital level
178,Maltepe,Maltepe 3 Nolu Aile Sağliği Merkezi,Aile Sağliği Merkezi,Tipili Çikmazi No:6 ALTINTEPE/MALTEPE,No,0.0,,Altintepe,40.95053145700007,29.10435193800004,Maltepe,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
179,Sancaktepe,Türk Kizilayi Sancaktepe Şubesi,Kizilay,Atatürk Cad. No:121 MECLİS/SANCAKTEPE,,,No,Meclis,41.008908619000074,29.211933536000057,Sancaktepe,Public,No,Turkish Red Crescent,Kızılay,Turkish Red Crescent,not specified
180,Sultangazi,Farabi Aile Sağliği Merkezi,Aile Sağliği Merkezi,91. Sk. No:15 İSMETPAŞA/SULTANGAZİ,No,0.0,,İsmetpaşa,41.10567821100005,28.853469365000024,Sultangazi,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
181,Fatih,Özel Akademi Gastroenteroloji Merkezi,Görüntüleme Merkezi,Adnan Menderes Vatan Bulvari No:113 AKŞEMSETTİN/FATİH,,,,Akşemsettin,41.01625575500003,28.942322714000053,Fatih,Private,No,Screening Center,Görüntüleme M.,Screening C.,specialized
182,Kadıköy,All Animal Veteriner Kliniği,Veteriner,Mustafa Mazharbey Sk. No:63 FENERYOLU/KADIKÖY,,0.0,No,Feneryolu,40.981068837000066,29.055826350000075,Kadikoy,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
183,Üsküdar,Üsküdar 4 Nolu Aile Sağliği Merkezi,Aile Sağliği Merkezi,İzmir Sk. No:14 YAVUZTÜRK/ÜSKÜDAR,No,0.0,,Yavuztürk,41.03604470100004,29.081999074000066,Uskudar,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
184,Üsküdar,İstanbul Sultan Abdülhamid Eğitim ve Araştirma Hastanesi,Hastane,Burhan Felek Cad. No:20 SELİMİYE/ÜSKÜDAR,Yes,,Yes,Selimiye,41.00171510100006,29.020833641000024,Uskudar,Public,No,Hospital,Hastane,Hospital,hospital level
185,Kadıköy,Royal Canin Veteriner,Veteriner,Bağdat Cad. No:139 FENERYOLU/KADIKÖY,,0.0,No,Feneryolu,40.97722242400005,29.048458409000034,Kadikoy,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
186,Kağıthane,Gürsel Aile Sağliği Merkezi,Aile Sağliği Merkezi,Eski Beşiktaş Cad. No:30 GÜRSEL/KAÐITHANE,No,0.0,,Gürsel,41.07320726000006,28.97140593300003,Kagithane,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
188,Küçükçekmece,Küçükçekmece Toplum Sağliği Merkezi,Toplum Sağliği Merkezi,Beşir Kemal Cad. No:1 TEVFİKBEY/KÜÇÜKÇEKMECE,,,No,Tevfikbey,41.00871172900003,28.79984074000004,Kucukcekmece,Public,No,Public Health Center,Toplum Sağlığı M.,Public Health C.,low level
190,Arnavutköy,Tayakadin Aile Sağliği Merkezi,Aile Sağliği Merkezi,Köyiçi Cad. No:4A TAYAKADIN/ARNAVUTKÖY,No,0.0,,,41.27044178400007,28.690826294000033,Arnavutkoy,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
191,Şişli,Özel Echomar Görüntüleme ve Tani Merkezi,Görüntüleme Merkezi,19 Mayis Cad. No:5 19 MAYIS/ŞİŞLİ,,,,19 Mayis,41.06107843300003,28.989727301000077,Sisli,Private,No,Screening Center,Görüntüleme M.,Screening C.,specialized
192,Silivri,Özel Veni Vidi Göz İstanbul Tip Merkezi,Göz Merkezi,Vehbi Duru Sk. PİRİ MEHMET PAŞA/SİLİVRİ,,,,Piri Mehmet Paşa,41.07543934200004,28.24855725100008,Silivri,Private,No,Ophthalmology Center,Göz M.,Ophthalmology C.,specialized
193,Kadıköy,Özel Klinika Polikliniği,Poliklinik,Mahmut Yesari Cad. No:74 KOŞUYOLU/KADIKÖY,No,0.0,,Koşuyolu,41.00799500800008,29.03500107300005,Kadikoy,Private,No,Polyclinic,Poliklinik,Polyclinic,hospital level
194,Beşiktaş,Beşiktaş 5 Nolu Aile Sağliği Merkezi,Aile Sağliği Merkezi,Org. İzzettin Aksalur Cad. No:58/2 KONAKLAR/BEŞİKTAŞ,No,0.0,,Konaklar,41.094079736000026,29.01493835400004,Besiktas,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
195,Beşiktaş,Beşiktaş 7 Nolu Aile Sağliği Merkezi,Aile Sağliği Merkezi,Yanarsu Sk. No:5A ETİLER/BEŞİKTAŞ,No,0.0,,Etiler,41.083254071000056,29.036215386000038,Besiktas,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
196,Şişli,Şişli Veteriner Kliniği,Veteriner,Koca Mansur Sk. No:27 MERKEZ/ŞİŞLİ,,0.0,No,Merkez,41.060399999000026,28.986260000000076,Sisli,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
197,Sarıyer,Ömürtepe Aile Sağliği Merkezi,Aile Sağliği Merkezi,Araba Yolu Cad. No:219 KİREÇBURNU/SARIYER,No,0.0,,Kireçburnu,41.14207959700008,29.04826727700004,Sariyer,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
199,Beşiktaş,Özel Etiler Sistem Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Yeşim Sk. No:9 AKAT/BEŞİKTAŞ,,,,Akat,41.07910653900007,29.02570417900006,Besiktas,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
200,Esenyurt,Özel Akça Dent Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Haci Bayram Veli Cad. No:29 MEHTERÇEŞME/ESENYURT,,,,Mehterçeşme,41.02042756600008,28.66464741800007,Esenyurt,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
201,Silivri,Alipaşa Aile Sağliği Merkezi,Aile Sağliği Merkezi,Demetevler Sk. No:1 ALİPAŞA/SİLİVRİ,No,0.0,,Alipaşa,41.11489029300003,28.218411648000032,Silivri,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
202,Silivri,Veteriner Kliniği Gökhan Pakel,Veteriner,Kadiköy Bağlari Cad. No:96 KADIKÖY/SİLİVRİ,,0.0,No,Kadiköy,41.13608927900003,28.36472114700007,Silivri,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
203,Fatih,Fatih Toplum Sağliği Merkezi,Toplum Sağliği Merkezi,Teceddüt Sk. No:31 AKSARAY/FATİH,,,No,Aksaray,41.00896524900003,28.951704355000057,Fatih,Public,No,Public Health Center,Toplum Sağlığı M.,Public Health C.,low level
204,Kadıköy,Özel Demirkazik Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Bağdat Cad. No:7/1 ZÜHTÜPAŞA/KADIKÖY,,,,Zühtüpaşa,40.98744012700007,29.038762002000052,Kadikoy,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
205,Şişli,Özel Naturabella Polikliniği,Poliklinik,Abdi İpekçi Cad. No:31 HARBİYE/ŞİŞLİ,No,0.0,,Harbiye,41.04919794700004,28.992490519000054,Sisli,Private,No,Polyclinic,Poliklinik,Polyclinic,hospital level
206,Küçükçekmece,Özel Bati Bahat Hospital İkitelli,Hastane,Karaca Sk. No:1 ATATÜRK/KÜÇÜKÇEKMECE,Yes,81.0,Yes,Atatürk,41.05087386100007,28.796319314000073,Kucukcekmece,Private,No,Hospital,Hastane,Hospital,hospital level
207,Beykoz,Beykoz 3 Nolu Aile Sağliği Merkezi,Aile Sağliği Merkezi,Sadri Alişik Cad. No:34 GÖKSU/BEYKOZ,No,0.0,,Göksu,41.07808835000003,29.07198530400007,Beykoz,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
208,Bahçelievler,Özel Şen Sağlik Kabini,Sağlik Kabini,Kumru Sk. No:3 CUMHURİYET/BAHÇELİEVLER,,,,Cumhuriyet,41.016292331000045,28.85744883900003,Bahcelievler,Private,No,Health Cabin,Sağlık Kabini,HealtH Cabin,low level
209,Avcılar,Tahtakale Aile Sağliği Merkezi,Aile Sağliği Merkezi,Yoluç Cad. No:13 TAHTAKALE/AVCILAR,No,0.0,,Tahtakale,41.060341235000074,28.727421723000077,Avcilar,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
210,Büyükçekmece,Gülsüm Başarir Aile Sağliği Merkezi,Aile Sağliği Merkezi,Atatürk 2 Cad. No:249 TÜRKOBA/BÜYÜKÇEKMECE,No,0.0,,Türkoba,41.03390015700006,28.52217354900006,Buyukcekmece,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
211,Bahçelievler,Fevzi Çakmak Aile Sağliği Merkezi,Aile Sağliği Merkezi,İbrahimpaşa Sk. No:2 ÇOBANÇEŞME/BAHÇELİEVLER,No,0.0,,Çobançeşme,41.00325165200008,28.83047085200008,Bahcelievler,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
213,Bahçelievler,Diş Hekimi Yasemin Şahiner Sözer,Muayenehane,Mustafa Kemalpaşa Cad. No:2 SİYAVUŞPAŞA/BAHÇELİEVLER,,,,Siyavuşpaşa,41.00291445000005,28.852235377000056,Bahcelievler,Public,No,Doctor's Office,Muayenehane,Doctor's Office,not specified
214,Kadıköy,Özel Acibadem Hastanesi Kadin Doğum Polikliniği,Poliklinik,Tekin Sk. No:8/1 ACIBADEM/KADIKÖY,Yes,20.0,,Acibadem,41.007312325000036,29.043278075000053,Kadikoy,Private,No,Polyclinic,Poliklinik,Polyclinic,hospital level
215,Kağıthane,Vetistanbul Veteriner Kliniği,Veteriner,Eyüp Sultan Cad. No:9 MERKEZ/KAÐITHANE,,0.0,No,Merkez,41.07991106200007,28.970128460000073,Kagithane,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
217,Şişli,Şişli Belediyesi Tip Merkezi,Tip Merkezi,Bilezikçi Sk. No:198 ESKİŞEHİR/ŞİŞLİ,No,,No,Eskişehir,41.04650247800004,28.98150437400005,Sisli,Public,No,Medical Center,Tıp M.,Medical C.,hospital level
